Borough Name,Approved On Street,Approved From Street,Approved To Street,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,Shape_STLe,the Geom,StartDate,EndDate,ApprovedDays
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.755642617,"MULTILINESTRING ((-73.89246938867434 40.75292774025181, -73.8915392046248 40.753016884606545))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.769344102,"MULTILINESTRING ((-73.89620102521152 40.75260968245267, -73.8952681546133 40.7527046699647))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.793625633,"MULTILINESTRING ((-73.8943251271066 40.75272805934859, -73.89339256826473 40.75282530213607))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.541814679,"MULTILINESTRING ((-73.89155461695736 40.753100959592146, -73.8906227612257 40.75319703697789))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.479866491,"MULTILINESTRING ((-73.88875165317316 40.75331785899447, -73.88782024999526 40.75341521718234))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.4784196,"MULTILINESTRING ((-73.87852361148224 40.75438488408959, -73.8775919546102 40.75448088240402))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.165635007,"MULTILINESTRING ((-73.87482026574162 40.75486898385851, -73.8738882357128 40.75495612685566))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.352313267,"MULTILINESTRING ((-73.88130857061086 40.754088711061414, -73.88038125487742 40.75418601422239))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.008306505,"MULTILINESTRING ((-73.8952681546133 40.7527046699647, -73.89434038907407 40.752812054579266))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.511743132,"MULTILINESTRING ((-73.87853802085081 40.75446399886871, -73.8776079213287 40.7545689959141))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.213937921,"MULTILINESTRING ((-73.8775919546102 40.75448088240402, -73.87666161882488 40.754578872823195))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.807733809,"MULTILINESTRING ((-73.89618826165534 40.752539503488684, -73.89525488849 40.75263240126546))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,328.582719266,"MULTILINESTRING ((-73.8738882357128 40.75495612685566, -73.87271348998947 40.755080059222884))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.81699494,"MULTILINESTRING ((-73.88410018350979 40.75379939239853, -73.88317080842373 40.75389462856585))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.686066438,"MULTILINESTRING ((-73.89248357860262 40.753006144383555, -73.89155461695736 40.753100959592146))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.197369606,"MULTILINESTRING ((-73.88689058017509 40.75350833085854, -73.88595963884777 40.7536025154814))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,156.470581953,"MULTILINESTRING ((-73.74319559688604 40.603857783112744, -73.74351065134799 40.60421386210165))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,262.31419201,"MULTILINESTRING ((-73.88504562825821 40.75377920487337, -73.88410956441908 40.75388726514985))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.822026338,"MULTILINESTRING ((-73.87667788885567 40.7546688067105, -73.87574991993111 40.754771826132774))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,258.499103899,"MULTILINESTRING ((-73.89340726460038 40.75290610917405, -73.89248357860262 40.753006144383555))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.687841782,"MULTILINESTRING ((-73.88967941315501 40.75321641769759, -73.88875165317316 40.75331785899447))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.307944588,"MULTILINESTRING ((-73.87944995658162 40.75428320849741, -73.87852361148224 40.75438488408959))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.679464113,"MULTILINESTRING ((-73.88876470152645 40.753389460956434, -73.88783209401736 40.75348414537393))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,336.033847688,"MULTILINESTRING ((-73.87387297835744 40.75487179663397, -73.87267248699033 40.75500333668592))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,258.019458959,"MULTILINESTRING ((-73.88410956441908 40.75388726514985, -73.88318687498352 40.75398328170773))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.20123053,"MULTILINESTRING ((-73.88318687498352 40.75398328170773, -73.88225583840834 40.754077039183095))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.654612549,"MULTILINESTRING ((-73.88595963884777 40.7536025154814, -73.8850316917506 40.75370234174579))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,569.245716914,"MULTILINESTRING ((-73.88938247993386 40.853478785321606, -73.88823971104036 40.85477810327038))",2021-04-30,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Brooklyn,CADMAN PLAZA EAST,JOHNSON STREET,TILLARY STREET,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,394.104357523,"MULTILINESTRING ((-73.99004394430506 40.69617332499377, -73.9900940337775 40.695092271838))",2021-04-22,2021-04-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,ELIZABETH STREET,EAST HOUSTON STREET,PRINCE STREET,,,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,10:00,00:00,10:00,23:00,616.078635052,"MULTILINESTRING ((-73.99415604387558 40.72273907698026, -73.99349916622629 40.72435452875323))",2021-05-18,2022-09-05,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,ORCHARD STREET,GRAND STREET,DELANCEY STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,318.434583757,"MULTILINESTRING ((-73.99023629206305 40.71814060008098, -73.98981721859758 40.71895438986611))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 78th STREET,LEXINGTON AVENUE,PARK AVENUE,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,477.360204747,"MULTILINESTRING ((-73.96090725513972 40.77492556940561, -73.95939683128529 40.77429450591667))",2021-09-09,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 81st STREET,PARK AVENUE,MADISON AVENUE,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,476.758504263,"MULTILINESTRING ((-73.96116901417103 40.77765209114878, -73.9596616894071 40.77702008783115))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 91st STREET,PARK AVENUE,MADISON AVENUE,10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,,,,,476.087224296,"MULTILINESTRING ((-73.95648988477025 40.78406109511042, -73.95498992609757 40.783422612643406))",2021-09-09,2022-06-17,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 93rd STREET,PARK AVENUE,MADISON AVENUE,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,475.677250716,"MULTILINESTRING ((-73.95557275782164 40.78531397331874, -73.95407196108506 40.7846789015183))",2021-08-30,2022-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 95th STREET,PARK AVENUE,MADISON AVENUE,10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,,,,,477.822239225,"MULTILINESTRING ((-73.95465897149793 40.78656891826819, -73.9531496016311 40.785933415182434))",2021-09-13,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 101 STREET,PARK AVENUE VIADUCT,LEXINGTON AVENUE,,,,,,,,,17:00,20:00,12:00,20:00,12:00,20:00,471.141559405,"MULTILINESTRING ((-73.95009410534345 40.789700686058794, -73.9486075459712 40.789071636200795))",2021-05-01,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.343555223,"MULTILINESTRING ((-73.881325175656 40.75418016559279, -73.88039727280837 40.75427400132812))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.984294132,"MULTILINESTRING ((-73.87574991993111 40.754771826132774, -73.87482026574162 40.75486898385851))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.657151492,"MULTILINESTRING ((-73.88969386959704 40.7532964055183, -73.88876470152645 40.753389460956434))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.868165046,"MULTILINESTRING ((-73.89060853882239 40.753118805483425, -73.88967941315501 40.75321641769759))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.273715018,"MULTILINESTRING ((-73.88690597543595 40.753591400583254, -73.88597508894257 40.753687475547835))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.547132928,"MULTILINESTRING ((-73.88783209401736 40.75348414537393, -73.88690597543595 40.753591400583254))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.673410101,"MULTILINESTRING ((-73.88597508894257 40.753687475547835, -73.88504562825821 40.75377920487337))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.891993858,"MULTILINESTRING ((-73.8906227612257 40.75319703697789, -73.88969386959704 40.7532964055183))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.510367901,"MULTILINESTRING ((-73.8915392046248 40.753016884606545, -73.89060853882239 40.753118805483425))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.222209838,"MULTILINESTRING ((-73.8776079213287 40.7545689959141, -73.87667788885567 40.7546688067105))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.491996676,"MULTILINESTRING ((-73.8850316917506 40.75370234174579, -73.88410018350979 40.75379939239853))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.439621741,"MULTILINESTRING ((-73.88038125487742 40.75418601422239, -73.87944995658162 40.75428320849741))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.793406788,"MULTILINESTRING ((-73.89434038907407 40.752812054579266, -73.89340726460038 40.75290610917405))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.289514211,"MULTILINESTRING ((-73.87946579802129 40.75437055528789, -73.87853802085081 40.75446399886871))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.561422845,"MULTILINESTRING ((-73.88224058309822 40.753993043259406, -73.88130857061086 40.754088711061414))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.948098117,"MULTILINESTRING ((-73.89525488849 40.75263240126546, -73.8943251271066 40.75272805934859))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.807668469,"MULTILINESTRING ((-73.87666161882488 40.754578872823195, -73.87573279570752 40.75467704736881))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,258.485453985,"MULTILINESTRING ((-73.89339256826473 40.75282530213607, -73.89246938867434 40.75292774025181))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.568437599,"MULTILINESTRING ((-73.88225583840834 40.754077039183095, -73.881325175656 40.75418016559279))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.797290538,"MULTILINESTRING ((-73.88782024999526 40.75341521718234, -73.88689058017509 40.75350833085854))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,41st STREET,3rd AVENUE,4th AVENUE,08:30,14:45,08:30,14:45,08:30,14:45,08:30,14:45,08:30,14:45,,,,,630.427498049,"MULTILINESTRING ((-74.00918194082662 40.65263647377606, -74.00739842963208 40.651564517391584))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,37th STREET,4th AVENUE,5th AVENUE,09:45,12:45,09:45,12:45,09:45,12:45,09:45,12:45,09:45,12:45,,,,,778.236951411,"MULTILINESTRING ((-74.00494388880792 40.653735431958324, -74.00275347610042 40.65240132125898))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,18th STREET,5th AVENUE,4th AVENUE,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,,,,,768.660478711,"MULTILINESTRING ((-73.99384081517252 40.66436154973274, -73.9916756298549 40.66304517385594))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,WYCKOFF STREET,HOYT STREET,4th AVENUE,,,,,,,,,10:00,20:00,08:00,20:00,08:00,20:00,712.141059183,"MULTILINESTRING ((-73.98241926011157 40.68279706830395, -73.98013242046859 40.68190828126027))",2021-04-24,2021-10-09,"['Friday', 'Saturday', 'Sunday']"
Bronx,ROCKWOOD STREET,GRAND CONCOURSE,WALTON AVENUE,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,432.762012226,"MULTILINESTRING ((-73.91402410076398 40.84226623148784, -73.91265074186015 40.84169782660577))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
Queens,97th STREET,ASTORIA BOULEVARD,31st AVENUE,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,,,,,180.432051783,"MULTILINESTRING ((-73.8727834755878 40.76250316194345, -73.8724558809127 40.76207512266577))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,272.095187121,"MULTILINESTRING ((-73.96448792430924 40.681079421423384, -73.96479306841033 40.68036962969244))",2021-04-05,2021-11-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,MAC DOUGAL STREET,WEST HOUSTON STREET,KING STREET,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,,,,,164.440954792,"MULTILINESTRING ((-74.00251614154604 40.72761744541851, -74.0021970372471 40.7279979521057))",2021-09-13,2022-08-12,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 18th STREET,PARK AVENUE SOUTH,IRVING PLACE,15:00,00:00,15:00,00:00,15:00,00:00,15:00,00:00,15:00,00:00,10:00,00:00,10:00,00:00,498.535649152,"MULTILINESTRING ((-73.98854294657973 40.73713663033595, -73.98696404285563 40.73648086484866))",2021-04-28,2021-09-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 20th STREET,PARK AVENUE SOUTH,BROADWAY,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,10:00,23:00,618.844389239,"MULTILINESTRING ((-73.98976776419511 40.73919361320595, -73.98782137387029 40.73836093162086))",2021-04-01,2023-01-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 28 STREET,MADISON AVENUE,PARK AVENUE SOUTH,,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,493.926604379,"MULTILINESTRING ((-73.98569860098847 40.744024167935834, -73.98414017697309 40.743366116558825))",2021-04-16,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,267.56143907,"MULTILINESTRING ((-73.9785387117271 40.72876260653251, -73.97805830982162 40.72939960708012))",2021-09-14,2021-12-31,['Monday']
